a	2 709D 64C0
zhong1yang1dian4shi4tai2	1 4E2D592E753589C653F0
zhong1yang1ji2quan2	1 4E2D592E96C66743
zhong1yang1jun1wei3	1 4E2D592E519B59D4
zhong1yang1ren2min2guang3bo1dian4tai2	1 4E2D592E4EBA6C115E7F64AD753553F0
zhong1yang1shu1ji4chu3	1 4E2D592E4E668BB05904
zhong1yang1wen2jian4	1 4E2D592E65874EF6
zhong1yang1zheng4fu3	1 4E2D592E653F5E9C
zhong1yang2	1 4E2D9633
zhong1yao4	1 4E2D836F
zhong1ye4	1 4E2D53F6
zhong1yi1	1 4E2D533B
zhong1yi1xue2	1 4E2D533B5B66
zhong1yi1xue2yuan4	1 4E2D533B5B669662
zhong1yi1yao4	1 4E2D533B836F
zhong1yi1yuan4	1 4E2D533B9662
zhong1yi4	2 5FE04E49 4E2D610F
zhong1ying1wen2	1 4E2D82F16587
zhong1yong1	1 4E2D5EB8
zhong1yong4	1 4E2D7528
zhong1you2	1 4E2D6E38
zhong1yu2	1 7EC84E8E
zhong1yuan2	1 4E2D539F
zhong1yuan4	1 4E2D9662
zhong1zhen1	1 5FE08D1E
zhong1zhi2ji1guan1	1 4E2D76F4673A5173
zhong1zhi3	3 7EC86B62 4E2D6307 4E2D6B62
zhong1zhong1	1 5FE04E2D
zhong1zhong1xue2xue2xi2	1 4E2D4E2D5B665B664E60
zhong1zhou1	1 4E2D5DDE
zhong1zhuan1	1 4E2D4E13
zhong1zhuan3	1 4E2D8F6C
zhong1zhuang1	1 4E2D88C5
zhong1zidan4	1 4E2D5B505F39
zhong1zu3bu4	1 4E2D7EC490E8
zhong1zuo4	1 949F795A
zhong3	4  79CD 80BF 51A2 8E35
zhong3cai4	1 79CD83DC
zhong3cao3	1 79CD8349
zhong3da4	1 80BF5927
zhong3guo3	1 79CD679C
zhong3lei4	1 79CD7C7B
zhong3liang2	1 79CD7CAE
zhong3liu2	1 80BF7624
zhong3miao2	1 79CD82D7
zhong3shu4	1 79CD6811
zhong3yang3ye4	1 79CD517B4E1A
zhong3zhi2	1 79CD8D28
zhong3zhong3	1 79CD79CD
zhong3zi	1 79CD5B50
zhong3zigong1si1	1 79CD5B50516C53F8
zhong3zu2	1 79CD65CF
zhong3zu2qi2shi4	1 79CD65CF6B6789C6
zhong3zu2zhu3yi4	1 79CD65CF4E3B4E49
zhong4	7  4E2D 79CD 91CD 4F17 4EF2 8AE5 833D
zhong4bing4	1 91CD75C5
zhong4cai2	1 4EF288C1
zhong4cai2yuan2	1 4EF288C15458
zhong4chuang4	1 91CD521B
zhong4da4	1 91CD5927
zhong4dan1	1 91CD62C5
zhong4di4	2 79CD5730 4EF25730
zhong4dian3	1 91CD70B9
zhong4die2	1 91CD53E0
zhong4du2	2 4E2D6BD2 91CD8BFB
zhong4duo1	1 4F17591A
zhong4fa2	1 91CD7F5A
zhong4fan4	1 91CD72AF
zhong4fang2	1 91CD574A
zhong4feng1	1 4E2D98CE
zhong4fu3	1 4EF2752B
zhong4fu4	1 91CD8D1F
zhong4gong1	1 4EF2516C
zhong4gong1ye4	1 91CD5DE54E1A
zhong4huo2	1 91CD6D3B
zhong4jiang3	1 4E2D5956
zhong4jin1	1 91CD91D1
zhong4kai3	2 4EF2607A 4EF251EF
zhong4kou3yi1ci2	1 4F1753E34E008BCD
zhong4li4	2 4EF24E3D 91CD529B
zhong4lian2	1 4EF25EC9
zhong4liang4	1 91CD91CF
zhong4mu4kui2kui2	1 4F1776EE777D777D
zhong4nu4	1 4F176012
zhong4pan4qin1li2	1 4F1753DB4EB279BB
zhong4ping2	1 4EF25E73
zhong4ren2	1 4F174EBA
zhong4ren4	1 91CD4EFB
zhong4rong2	1 4EF25BB9
zhong4seng1	1 4F1750E7
zhong4shang1	2 91CD4F24 4E2D4F24
zhong4shang3	1 91CD8D4F
zhong4sheng1	1 4F17751F
zhong4sheng1xiang1	1 4F17751F76F8
zhong4shi3zhi1de	1 4F1777E24E4B7684
zhong4shi4	1 91CD89C6
zhong4shu3	1 4E2D6691
zhong4shuo1fen1yun2	1 4F178BF47EB77EAD
zhong4suo3zhou1zhi1	1 4F176240546877E5
zhong4tian2	1 79CD7530
zhong4tuo1	1 91CD6258
zhong4wei2	1 91CD56F4
zhong4wu3qi4	1 91CD6B665668
zhong4wu4	1 91CD7269
zhong4xiao4	1 91CD5B5D
zhong4xie3	1 91CD5199
zhong4xin1	1 91CD5FC3
zhong4xing1peng3yue4	1 4F17661F63676708
zhong4xing2	2 91CD578B 91CD5211
zhong4xun1	1 4EF252CB
zhong4ya1	1 91CD538B
zhong4yang2	1 91CD6D0B
zhong4yao4	1 91CD8981
zhong4yao4xing4	1 91CD89816027
zhong4yi4yuan4	1 4F178BAE9662
zhong4yin1	1 91CD97F3
zhong4ying3	1 91CD5F71
zhong4yong4	1 91CD7528
zhong4you2	1 91CD6CB9
zhong4yuan4	1 4F179662
zhong4zai4	2 91CD5728 91CD8F7D
zhong4zhen4	2 91CD632F 91CD9547
zhong4zheng3	1 91CD6574
zhong4zhi2	1 79CD690D
zhong4zhi2ye4	1 79CD690D4E1A
zhong4zhi2yuan2	1 79CD690D56ED
zhong4zhong4	1 91CD91CD
zhong4zhong4di4	1 91CD91CD5730
zhong4zu3	1 91CD7EC4
zhou1	13  5468 6D32 5DDE 821F 7CA5 8BCC 5541 9031 8D52 8BEA 8F80 76E9 8F16
zhou1bao4	1 546862A5
zhou1bei4	1 54685907
zhou1bian1	1 54688FB9
zhou1chao2	1 5468671D
zhou1che1	1 821F8F66
zhou1che1lao2dun4	1 821F8F6652B3987F
zhou1dao4	1 54685230
zhou1er2fu4shi3	1 5468800C590D59CB
zhou1gong1	1 5468516C
zhou1jin4	1 54688FD1
zhou1jiu1	1 5541557E
zhou1kan1	1 5468520A
zhou1li3	1 5468793C
zhou1li4	1 5DDE7ACB
zhou1mi4	1 54685BC6
zhou1mo4	1 5468672B
zhou1nian2	1 54685E74
zhou1qi1	1 5468671F
zhou1qi1xing4	1 5468671F6027
zhou1quan2	1 54685168
zhou1ri4	1 546865E5
zhou1shen1	1 54688EAB
zhou1sui4	1 54685C81
zhou1wei2	1 546856F4
zhou1wei3	1 5DDE59D4
zhou1xiang2	1 54688BE6
zhou1xuan2	1 546865CB
zhou1yi4	1 54686613
zhou1zhe2	1 54686298
zhou1zhuan3	1 54688F6C
zhou1zhuan3qi1	1 54688F6C671F
zhou2	3  8F74 59AF 78A1
zhou2cheng2	1 8F74627F
zhou2li3	1 59AF5A0C
zhou2xian4	1 8F747EBF
zhou2xin1	1 8F745FC3
zhou3	3  8098 5E1A 7B92
zhou3bu4	1 809890E8
zhou4	13  5B99 76B1 9AA4 5492 663C 80C4 7EA3 7EC9 7E47 7C40 914E 7C52 836E
zhou4ma4	1 54929A82
zhou4mei2	1 76B17709
zhou4mei2tou2	1 76B177095934
zhou4wen2	1 76B17EB9
zhou4ye4	1 663C591C
zhou4yu3	1 54928BED
zhou4zhe2	1 76B16298
zhou4zhou4ba1ba1	1 76B176B15DF45DF4
zhu1	20  8BF8 6731 73E0 732A 682A 86DB 8BDB 94E2 4F8F 6F74 8331 6D19 6A65 69E0 90BE 7843 85F7 9F04 79FC 8829
zhu1cheng2	1 8BF857CE
zhu1cui4	1 73E07FE0
zhu1du4	1 732A809A
zhu1duo1	1 8BF8591A
zhu1duo1bu2bian4	1 8BF8591A4E0D4FBF
zhu1feng1	1 73E05CF0
zhu1ge2	1 8BF8845B
zhu1hai3	1 73E06D77
zhu1hong2	1 67317EA2
zhu1jiang1	1 73E06C5F
zhu1ju4	1 682A8DDD
zhu1jun1	1 8BF8541B
zhu1li4	1 67318389
zhu1lian2	1 682A8FDE
zhu1lian2bi4he2	1 73E0805474A75408
zhu1mu4lang3ma3feng1	1 73E07A466717739B5CF0
zhu1rou4	1 732A8089
zhu1ru2	3 8BF85982 4F8F5112 988C9AA8
zhu1ru2ci3lei4	1 8BF859826B647C7B
zhu1sha1	2 67317802 8BDB6740
zhu1shi2	1 732A98DF
zhu1shi4hui4she4	1 682A5F0F4F1A793E
zhu1shu4	1 682A6570
zhu1si1ma3ji1	1 86DB4E1D9A6C8FF9
zhu1wang3	1 86DB7F51
zhu1wei4	1 8BF84F4D
zhu1xi1	1 673171B9
zhu1you2	1 732A6CB9
zhu1zhou1	1 682A6D32
zhu1zhu1	1 73E073E0
zhu2	15  672F 9010 7B51 7AF9 8F74 70DB 7AFA 8E85 8233 880B 9483 883E 9E00 833F 7B1C
zhu2bian1	1 7AF97F16
zhu2bu4	2 90106B65 67087ECF
zhu2chen2	1 901081E3
zhu2gan1	1 7AF97AFF
zhu2ge4	1 90104E2A
zhu2gou1	1 7AF96C9F
zhu2guan3	1 7AF97BA1
zhu2guang1	1 70DB5149
zhu2ji2	1 90107EA7
zhu2jian3	1 7AF97B80
zhu2jian4	1 90106E10
zhu2jun1	1 7AF9541B
zhu2li2	1 7AF97BF1
zhu2lian2	1 7AF95E18
zhu2lin2	1 7AF96797
zhu2mu4	1 7AF96728
zhu2nian2	1 90105E74
zhu2qian1	1 7AF97B7E
zhu2qing1	1 7AF99752
zhu2ri4	1 901065E5
zhu2tai2	1 70DB53F0
zhu2tiao2	1 90106761
zhu2tong3	1 7AF97B52
zhu2xi1	1 7AF96EAA
zhu2xia4	1 7AF94E0B
zhu2xia4pai4	1 7AF94E0B6D3E
zhu2xiang1	1 7AF97BB1
zhu2xiang4	1 90109879
zhu2ye4	1 7AF953F6
zhu2yi1	1 90104E00
zhu2yi3	1 7AF96905
zhu2yuan2	1 7AF956ED
zhu2yue4	1 90106708
zhu2zhi3	1 7AF97EB8
zhu2zhi4	1 7AF95236
zhu2zi	1 7AF95B50
zhu3	10  4E3B 5C5E 5631 716E 77A9 62C4 6E1A 9E88 8A5D 782B
zhu3ban4	1 4E3B529E
zhu3bei4	1 8D2E5907
zhu3bi3	1 4E3B7B14
zhu3bian1	1 4E3B7F16
zhu3cang2shi4	1 8D2E85CF5BA4
zhu3cheng2xu4	1 4E3B7A0B5E8F
zhu3chi2	1 4E3B6301
zhu3chi2ren2	1 4E3B63014EBA
zhu3ci2	1 4E3B8BCD
zhu3ci2tong1	1 4E3B78C1901A
zhu3ci4	1 4E3B6B21
zhu3cong2	1 4E3B4ECE
zhu3cun2	1 8D2E5B58
zhu3dao3	1 4E3B5BFC
zhu3dao4	1 4E3B9053
zhu3dong4	1 4E3B52A8
zhu3dong4quan2	1 4E3B52A86743
zhu3dong4xing4	1 4E3B52A86027
zhu3er2	1 4E3B513F
zhu3fan4	2 716E996D 4E3B72AF
zhu3fei4	1 716E6CB8
zhu3feng1	1 4E3B5CF0
zhu3fu4	2 56315490 4E3B5987
zhu3gan4	1 4E3B5E72
zhu3gong1	1 4E3B653B
zhu3gu4	1 4E3B987E
zhu3guan1	1 4E3B89C2
zhu3guan1zhu3yi4	1 4E3B89C24E3B4E49
zhu3guan3	2 4E3B7BA1 90E87EA7
zhu3hun1	1 4E3B5A5A
zhu3hun1ren2	1 4E3B5A5A4EBA
zhu3ji1	1 4E3B673A
zhu3jia1	1 4E3B52A0
zhu3jian4	1 4E3B89C1
zhu3jiang4	1 4E3B5C06
zhu3jiao3	1 4E3B89D2
zhu3jiao4	1 4E3B6559
zhu3jiao4lian4	1 4E3B65597EC3
zhu3kao3guan1	1 4E3B80035B98
zhu3ke4guan1	1 4E3B5BA289C2
zhu3li4	1 4E3B529B
zhu3liu2	1 4E3B6D41
zhu3mou2	1 4E3B8C0B
zhu3mu4	1 77A976EE
zhu3pu1	1 4E3B4EC6
zhu3qiao2	1 4E3B6865
zhu3qu2dao4	1 4E3B6E209053
zhu3quan2	1 4E3B6743
zhu3ren2	1 4E3B4EBA
zhu3ren2gong1	1 4E3B4EBA516C
zhu3ren2jia1	1 4E3B4EBA5BB6
zhu3ren2weng1	1 4E3B4EBA7FC1
zhu3ren4	1 4E3B4EFB
zhu3ren4wei3yuan2	1 4E3B4EFB59D45458
zhu3shi2	1 4E3B98DF
zhu3shuai4	1 4E3B5E05
zhu3ti2	1 4E3B9898
zhu3ti2ci2	1 4E3B98988BCD
zhu3ti3	1 4E3B4F53
zhu3ti3xing4	1 4E3B4F536027
zhu3tuo1	1 56316258
zhu3wei4	1 4E3B8C13
zhu3wei4ju4	1 4E3B8C1353E5
zhu3xi2	1 4E3B5E2D
zhu3xi2tai2	1 4E3B5E2D53F0
zhu3xian4	1 4E3B7EBF
zhu3xuan2luu4	1 4E3B65CB5F8B
zhu3yan3	1 4E3B6F14
zhu3yao4	2 4E3B8981 72AC9F7F
zhu3yao4mao2dun4	1 4E3B898177DB76FE
zhu3ye4	1 4E3B4E1A
zhu3yi4	3 4E3B610F 4E3B4E49 89C4529D
zhu3yu3	1 4E3B8BED
zhu3zai3	1 4E3B5BB0
zhu3zhan4chang2	1 4E3B6218573A
zhu3zhang1	1 4E3B5F20
zhu3zhi3	1 4E3B65E8
zhu3zhi4yi1shi1	1 4E3B6CBB533B5E08
zhu4	24  7740 4F4F 6CE8 52A9 7B51 9A7B 795D 67F1 94F8 8D2E 86C0 4F2B 677C 7BB8 70B7 82CE 7FE5 7EBB 8DD3 9E86 75B0 7ADA 7F9C 7969
zhu4ba4	1 7B51575D
zhu4ce4	1 6CE8518C
zhu4ce4chu3	1 6CE8518C5904
zhu4ce4ming2	1 6CE8518C540D
zhu4cheng1	1 845779F0
zhu4cheng2	1 94F86210
zhu4chi2	1 4F4F6301
zhu4chu4	1 4F4F5904
zhu4ci2	1 52A98BCD
zhu4dao3	1 795D7977
zhu4di4	2 9A7B5730 4F4F5730
zhu4ding4	1 6CE85B9A
zhu4er2	1 67F1513F
zhu4fa3	1 9A7B6CD5
zhu4fang2	2 4F4F623F 9A7B9632
zhu4feng4	1 67F15949
zhu4fu2	1 795D798F
zhu4gong1	1 52A95DE5
zhu4he4	1 795D8D3A
zhu4hu4	1 4F4F6237
zhu4hua2	1 9A7B534E
zhu4ji1	1 7B5157FA
zhu4ji4	1 52A95242
zhu4jia1	1 4F4F5BB6
zhu4jiao3	1 6CE8811A
zhu4jiao4	1 52A96559
zhu4jie3	1 6CE889E3
zhu4jiu3ci2	1 795D91528F9E
zhu4jiu4	1 94F85C31
zhu4jun1	1 9A7B519B
zhu4kou3	1 4F4F53E3
zhu4li3	1 52A97406
zhu4li3yuan2	1 52A974065458
zhu4li4	1 4F2B7ACB
zhu4lu4	1 7B518DEF
zhu4ming2	2 8457540D 6CE8660E
zhu4mu4	1 6CE876EE
zhu4mu4li3	1 6CE876EE793C
zhu4ping2	1 795D840D
zhu4ran2	1 52A971C3
zhu4ren2wei2le4	1 52A94EBA4E3A4E50
zhu4ru4	1 6CE85165
zhu4she4	1 6CE85C04
zhu4shi4	1 6CE889C6
zhu4shou3	2 52A9624B 4F4F624B
zhu4shu4	1 84578FF0
zhu4shui3	1 6CE86C34
zhu4su4	1 4F4F5BBF
zhu4suo3	1 4F4F6240
zhu4wai4	1 9A7B5916
zhu4xiao1	1 6CE89500
zhu4xiao4	1 4F4F6821
zhu4xing4	1 52A95174
zhu4xue2	1 52A95B66
zhu4xue2jin1	1 52A95B6691D1
zhu4yi4	1 6CE8610F
zhu4yi4li4	1 6CE8610F529B
zhu4yuan4	2 4F4F9662 795D613F
zhu4yuan4bu4	1 4F4F966290E8
zhu4za1	1 9A7B624E
zhu4zao4	1 94F89020
zhu4zao4chang3	1 94F890205382
zhu4zhai2	1 4F4F5B85
zhu4zhai2lou2	1 4F4F5B85697C
zhu4zhai2qu1	1 4F4F5B85533A
zhu4zhan4	1 52A96218
zhu4zhang3	1 52A9957F
zhu4zhi3	1 4F4F5740
zhu4zhong4	1 6CE891CD
zhu4zu2	1 9A7B8DB3
zhu4zu2bu4qian2	1 9A7B8DB34E0D524D
zhu4zui3	1 4F4F5634
zhu4zuo4	1 84574F5C
zhua1	4  6293 631D 81BC 9AFD
zhua1bu3	1 62936355
zhua1chai1	1 62935DEE
zhua1hao3	1 6293597D
zhua1huo4	1 629383B7
zhua1jin3	1 62937D27
zhua1qi3	1 62938D77
zhua1shou3	1 6293624B
zhua1yao4	1 6293836F
zhua1zhu4	1 62934F4F
zhua1zou3	1 62938D70
zhua3	1  722A
zhuai1	1  62FD
zhuai4	2  62FD 7749
zhuan1	5  4E13 7816 989B 8011 911F
zhuan1an4	1 4E136848
zhuan1an4zu3	1 4E1368487EC4
zhuan1ban3	1 4E137248
zhuan1chai1	1 4E135DEE
zhuan1chang2	2 4E13957F 4E13573A
zhuan1che1	1 4E138F66
zhuan1cheng1	1 4E1379F0
zhuan1cheng2	1 4E137A0B
zhuan1gan1	1 4E135E72
zhuan1gong1	1 4E13653B
zhuan1heng2	1 4E136A2A
zhuan1ji1	1 4E13673A
zhuan1jia1	1 4E135BB6
zhuan1kan1	1 4E13520A
zhuan1ke1	1 7B2C4E8C53414E09
zhuan1ke1xue2xiao4	1 4E1379D15B666821
zhuan1kuan3	1 4E136B3E
zhuan1lan2	1 4E13680F
zhuan1li4	1 4E135229
zhuan1li4fa3	1 4E1352296CD5
zhuan1li4ju2	1 4E1352295C40
zhuan1li4quan2	1 4E1352296743
zhuan1lun4	1 4E138BBA
zhuan1mai4	1 4E135356
zhuan1men2	1 4E1395E8
zhuan1ren2	1 4E134EBA
zhuan1ren4	1 4E134EFB
zhuan1shi2	1 781677F3
zhuan1shi4	1 4E134E8B
zhuan1shu3	1 4E137F72
zhuan1si1	1 4E1353F8
zhuan1ti2	1 4E139898
zhuan1ti2pian4	1 4E1398987247
zhuan1tou2	1 78165934
zhuan1wa3fang2	1 781674E6623F
zhuan1xian4	1 4E137EBF
zhuan1xiang4	2 4E139879 4E135411
zhuan1xin1	1 4E135FC3
zhuan1xin1yi1yi4	1 4E135FC34E00610F
zhuan1xin1zhi4zhi4	1 4E135FC381F45FD7
zhuan1ye4	1 4E134E1A
zhuan1ye4hu4	1 4E134E1A6237
zhuan1ye4hua4	1 4E134E1A5316
zhuan1ye4xing4	1 4E134E1A6027
zhuan1yi1	1 4E134E00
zhuan1yi1xing4	1 4E134E006027
zhuan1ying2	1 4E138425
zhuan1yong4	1 4E137528
zhuan1you3	1 4E136709
zhuan1zheng4	1 4E13653F
zhuan1zhi2	1 4E13804C
zhuan1zhi4	1 4E135236
zhuan1zhu4	2 4E138457 4E136CE8
zhuan3	2  8F6C 8EE2
zhuan3bian4	1 8F6C53D8
zhuan3bo1	1 8F6C64AD
zhuan3bo1tai2	1 8F6C64AD53F0
zhuan3da2	1 8F6C8FBE
zhuan3diao4	1 8F6C8C03
zhuan3dong4	1 8F6C52A8
zhuan3er2	1 8F6C800C
zhuan3fa1	1 8F6C53D1
zhuan3gao4	1 8F6C544A
zhuan3gei3	1 8F6C7ED9
zhuan3gui3	1 8F6C8F68
zhuan3guo4	1 8F6C8FC7
zhuan3hua4	1 8F6C5316
zhuan3hua4luu4	1 8F6C53167387
zhuan3huan4	1 8F6C6362
zhuan3huan4qi4	1 8F6C63625668
zhuan3ji1	1 8F6C673A
zhuan3ji1yin1	1 8F6C57FA56E0
zhuan3jiao3	1 8F6C89D2
zhuan3lai2zhuan3qu4	1 8F6C67658F6C53BB
zhuan3lian3	1 8F6C8138
zhuan3lu4	1 8F6C5F55
zhuan3nian4	1 8F6C5FF5
zhuan3rang4	1 8F6C8BA9
zhuan3ru4	1 8F6C5165
zhuan3shen1	1 8F6C8EAB
zhuan3shi4	1 8F6C4E16
zhuan3shou3	1 8F6C624B
zhuan3shun4	1 8F6C77AC
zhuan3shun4ji2shi4	1 8F6C77AC5373901D
zhuan3song4dai4	1 8F6C90015E26
zhuan3su4	1 8F6C901F
zhuan3ti3	1 8F6C4F53
zhuan3tou2	1 8F6C5934
zhuan3wan1	1 8F6C5F2F
zhuan3wan1mo3jiao3	1 8F6C5F2F62B989D2
zhuan3wei2	1 8F6C4E3A
zhuan3wei2wei2an1	1 8F6C53714E3A5B89
zhuan3xiang4	1 8F6C5411
zhuan3xiang4deng1	1 8F6C5411706F
zhuan3xiang4jia4	1 8F6C541167B6
zhuan3xing2	1 8F6C578B
zhuan3xue2	1 8F6C5B66
zhuan3yan3	1 8F6C773C
zhuan3yan3jian1	1 8F6C773C95F4
zhuan3ye4	1 8F6C4E1A
zhuan3ye4fei4	1 8F6C4E1A8D39
zhuan3ye4jun1ren2	1 8F6C4E1A519B4EBA
zhuan3yi2	1 8F6C79FB
zhuan3yi3	1 8F6C6905
zhuan3yi4	1 8F6C4E49
zhuan3you1	1 8F6C60A0
zhuan3yun4	1 8F6C8FD0
zhuan3zhan4	1 8F6C6218
zhuan3zhang4	1 8F6C8D26
zhuan3zhe2	1 8F6C6298
zhuan3zhe2dian3	1 8F6C629870B9
zhuan3zhu4	1 8F6C6CE8
zhuan3zi	1 8F6C5B50
zhuan4	9  4F20 8F6C 8D5A 64B0 7BC6 9994 556D 8483 7C28
zhuan4gao3	1 64B07A3F
zhuan4gao3ren2	1 64B07A3F4EBA
zhuan4ji4	1 4F208BB0
zhuan4ke4	1 7BC6523B
zhuan4qian2	1 8D5A94B1
zhuan4qu3	1 8D5A53D6
zhuan4shu4	1 64B08FF0
zhuan4wen2	1 64B06587
zhuan4xie3	1 64B05199
zhuan4you3	1 64B053CB
zhuang1	6  88C5 5E84 6869 5986 8358 7CA7
zhuang1ban4	2 88C5626E 5986626E
zhuang1bei4	1 88C55907
zhuang1biao3	1 88C588F1
zhuang1che1	1 88C58F66
zhuang1chuan2	1 88C58239
zhuang1dian3	1 88C570B9
zhuang1ding1	1 5E844E01
zhuang1huang2	2 88C56F62 88C5749C
zhuang1ji1	1 88C5673A
zhuang1ji1rong2liang4	1 88C5673A5BB991CF
zhuang1jia1	1 5E845BB6
zhuang1jia3bing1	1 88C575325175
zhuang1jia4	1 5E847A3C
zhuang1jia4huo2er2	1 5E847A3C6D3B513F
zhuang1jia4ren2	1 5E847A3C4EBA
zhuang1li3	1 5E8491CC
zhuang1man3	1 88C56EE1
zhuang1men2	1 5E8495E8
zhuang1mo2zuo4yang4	1 88C56A214F5C6837
zhuang1pei4	1 88C5914D
zhuang1qiang1zuo4shi4	1 88C581544F5C52BF
zhuang1ru4	1 88C55165
zhuang1sha3	1 88C550BB
zhuang1shen2nong4gui3	1 88C5795E5F049B3C
zhuang1shi4	1 88C59970
zhuang1shi4pin3	1 88C5997054C1
zhuang1shu4	1 88C5675F
zhuang1tou2	1 5E845934
zhuang1xie4	1 88C55378
zhuang1xiu1	1 88C54FEE
zhuang1yan2	1 5E844E25
zhuang1yang4zi	1 88C568375B50
zhuang1you3	1 88C56709
zhuang1yuan2	1 5E8456ED
zhuang1yun4	1 88C58FD0
zhuang1zai4	1 88C58F7D
zhuang1zhi4	1 88C57F6E
zhuang1zhong4	1 5E8491CD
zhuang1zhu3	1 5E844E3B
zhuang1zhuang1	1 68696869
zhuang1zi	1 5E845B50
zhuang1zuo4	1 88C54F5C
zhuang3	1  5958
zhuang4	6  72B6 58EE 649E 5E62 50EE 6206
zhuang4da4	1 58EE5927
zhuang4dao4	1 649E5012
zhuang4ding1	1 58EE4E01
zhuang4guan1	1 58EE89C2
zhuang4han4	1 58EE6C49
zhuang4ji2	1 649E51FB
zhuang4jian4	1 649E89C1
zhuang4ju3	1 58EE4E3E
zhuang4kuang4	1 72B651B5
zhuang4li4	1 58EE4E3D
zhuang4lie4	1 58EE70C8
zhuang4mei3	1 58EE7F8E
zhuang4nian2	1 58EE5E74
zhuang4shang1	1 649E4F24
zhuang4shi2	1 58EE5B9E
zhuang4shi4	1 58EE58EB
zhuang4tai4	1 72B66001
zhuang4yu3	1 72B68BED
zhuang4yuan2	1 72B65143
zhuang4zhi4	1 58EE5FD7
zhuang4zhi4wei4chou2	1 58EE5FD7672A916C
zhuang4zhuang4dan3	1 58EE58EE80C6
zhui1	5  8FFD 690E 9525 9A93 96B9
zhui1bing1	1 8FFD5175
zhui1bu3	1 8FFD6355
zhui1cha2	1 8FFD67E5
zhui1dao4hui4	1 8FFD60BC4F1A
zhui1fei2	1 8FFD80A5
zhui1gan3	1 8FFD8D76
zhui1hui2	1 8FFD56DE
zhui1ji2	1 8FFD51FB
zhui1jia1	1 8FFD52A0
zhui1jiu4	1 8FFD7A76
zhui1nian4	1 8FFD5FF5
zhui1qiu2	1 8FFD6C42
zhui1shang4	1 8FFD4E0A
zhui1shou4	1 8FFD6388
zhui1si1	1 8FFD601D
zhui1su4	1 8FFD6EAF
zhui1sui2	1 8FFD968F
zhui1sui2zhe3	1 8FFD968F8005
zhui1suo3	1 8FFD7D22
zhui1wen4	1 8FFD95EE
zhui1xing2	1 95255F62
zhui1xun2	1 8FFD5BFB
zhui1yi4	1 8FFD5FC6
zhui1zhu2	1 8FFD9010
zhui1zi	1 95255B50
zhui1zong1	1 8FFD8E2A
zhui4	11  5760 7F00 8D58 60F4 7F12 918A 7908 9323 8AC8 7B0D 991F
zhui4hui3	1 57606BC1
zhui4luo4	1 5760843D
zhui4ru4	1 57605165
zhui4shu4	1 8D588FF0
zhun1	5  5C6F 8C06 80AB 7A80 8FCD
zhun3	1  51C6
zhun3bei4	1 51C65907
zhun3que4	1 51C6786E
zhun3que4wu2wu4	1 51C6786E65E08BEF
zhun3que4xing4	1 51C6786E6027
zhun3sheng2	1 51C67EF3
zhun3shi2	1 51C665F6
zhun3xu3	1 51C68BB8
zhun3yu2	1 51C64E88
zhun3ze2	1 51C65219
zhuo1	6  684C 6349 62D9 6DBF 502C 68F9
zhuo1an4	1 684C6848
zhuo1bian1	1 684C8FB9
zhuo1bu4	1 684C5E03
zhuo1mi2cang2	1 63498FF785CF
zhuo1mian4	1 684C9762
zhuo1mo1	1 63496478
zhuo1mo1bu4ding4	1 634964784E0D5B9A
zhuo1na2	1 634962FF
zhuo1na2gui1an4	1 634962FF5F526848
zhuo1nong4	1 63495F04
zhuo1qiu2	1 684C7403
zhuo1shang4	1 684C4E0A
zhuo1yi3	1 684C6905
zhuo1yi3ban3deng4	1 684C6905677F51F3
zhuo1zhu4	1 63494F4F
zhuo1zi	1 684C5B50
zhuo2	17  7740 5353 62D9 707C 7422 914C 6D4A 5544 956F 8301 64E2 65AB 6FEF 6D5E 8BFC 9DDF 8817
zhuo2er3bu4qun2	1 53535C144E0D7FA4
zhuo2lie4	1 62D952A3
zhuo2mo2	1 742278E8
zhuo2mo2bu4tou4	1 742278E84E0D900F
zhuo2qi4	1 6D4A6C14
zhuo2qing2	1 914C60C5
zhuo2shi2	1 554498DF
zhuo2su4cun1	1 53535BBF6751
zhuo2you3cheng2xiao4	1 5353670962106548
zhuo2yu2	1 62D94E8E
zhuo2yue4	1 53538D8A
zhuo2zhu4	1 53538457
zhuo2zhuang4	1 830158EE
zhuo2zhuo2	1 707C707C
zi	1  5B50
zi1	32  8D44 4ED4 5179 59FF 6ECB 54A8 5431 5B5C 6DC4 8F8E 8C18 9F87 9AED 5B73 7F01 7CA2 8D40 9531 8A3E 5D6B 8D91 9CBB 83D1 89DC 8DA6 830A 858B 8458 79F6 9543 798C 9111
zi1ben3	1 8D44672C
zi1ben3jia1	1 8D44672C5BB6
zi1ben3jin1	1 8D44672C91D1
zi1ben3lun4	1 8D44672C8BBA
zi1ben3zhu3yi4	1 8D44672C4E3B4E49
zi1bing1	1 8F8E5175
zi1bo2	1 6DC4535A
zi1cai2	1 8D448D22
zi1chan3	1 8D444EA7
zi1chan3jie1ji2	1 8D444EA796367EA7
zi1chun2	1 753E9187
zi1ga1	1 5431560E
zi1ge2	3 8D44683C 534E4EBA 589E8D44
zi1jin1	2 8D4491D1 51FA72487F72
zi1li4	1 8D445386
zi1liao4	1 8D446599
zi1liao4ku4	1 8D4465995E93
zi1liao4shi4	1 8D4465995BA4
zi1lu4	1 6ECB8DEF
